project_name,author,github_url,github_stars,github_forks,tashan_score,practicality_score,sustainability_score,popularity_score,tools_available_tashan,lobehub_url,lobehub_description,lobehub_rating,tools_available,project_type,deployment_methods,api_requirements,use_cases,hidden_gem_score,recommendation_type
WebP 转换 MCP 服务器,xoy8n,https://github.com/xoy8n/webp-converter,0,0,61.74,77.5,19,57.18,2,https://lobehub.com/mcp/xoy8n-webp-converter,一个 Model Context Protocol (MCP) 服务器，用于将图像文件转换为 WebP 格式。支持单个和批量图像转换，具有可配置的质量和无损压缩选项。,良好,19,"[""将PNG、JPG和JPEG文件转换为WebP格式"", ""支持单个或批量图像转换"", ""配置质量与无损压缩选项"", ""保留原始文件"", ""生成详细的转换报告""]","[""Claude Desktop"", ""Cursor"", ""Cline"", ""SSE"", ""Studio""]","""该项目不需要API密钥。""","[""将PNG、JPG和JPEG文件转换为WebP格式"", ""支持单个或批量图像转换"", ""配置质量与无损压缩选项"", ""保留原始文件"", ""生成详细的转换报告""]",55.5,C级-特定场景推荐
Mobile Next - 移动开发与自动化的 MCP 服务器,mobile-next,https://github.com/mobile-next/mobile-mcp,1400,128,88.7,92.5,78,87.98,18,https://lobehub.com/mcp/mobile-next-mobile-mcp,Mobile MCP 服务器，支持通过平台无关的接口实现可扩展的移动自动化和开发，适用于 iOS、Android、模拟器、仿真器和实体设备。需要外部平台工具，如 Xcode 命令行工具和 Android 平台工具，以实现设备连接。,优质,10,"[""Native 应用自动化测试（iOS 和 Android）"", ""脚本化流程和表单交互"", ""LLM 驱动的多步骤用户旅程自动化"", ""基于代理框架的通用移动应用交互"", ""代理间通信以实现移动自动化和数据提取""]","[""Claude Desktop"", ""Cursor"", ""Cline"", ""SSE"", ""Studio""]","""不需要 API 密钥。依赖于本地设备连接（iOS/Android 模拟器/真机）以及相关驱动配置。""","[""Native 应用自动化测试（iOS 和 Android）"", ""脚本化流程和表单交互"", ""LLM 驱动的多步骤用户旅程自动化"", ""基于代理框架的通用移动应用交互"", ""代理间通信以实现移动自动化和数据提取""]",55.2,C级-专业小众工具
Crawl-MCP 服务器,wutongci,https://github.com/wutongci/crawl-mcp,17,2,67.04,80.0,38,57.18,2,https://lobehub.com/mcp/wutongci-crawl-mcp,基于模型上下文协议（MCP）的完整微信文章爬取服务器，专为Cursor IDE和AI工具设计。支持单篇和批量文章爬取，提供多种输出格式和策略。,优质,6,"[""在 Cursor IDE 中直接使用 AI 助手抓取微信文章并下载图片"", ""批量抓取多篇微信文章内容并生成本地化文档"", ""通过状态查询工具监控抓取任务执行情况"", ""学习和调试：使用指令模式理解抓取过程""]","[""Cursor"", ""Cline"", ""Studio""]","""无需 API 密钥，依赖 Node.js 环境和内置 fetch API 进行网络请求""","[""在 Cursor IDE 中直接使用 AI 助手抓取微信文章并下载图片"", ""批量抓取多篇微信文章内容并生成本地化文档"", ""通过状态查询工具监控抓取任务执行情况"", ""学习和调试：使用指令模式理解抓取过程""]",55.2,C级-特定场景推荐
mcp-server-nodejs-api-docs,lirantal,https://github.com/lirantal/mcp-server-nodejs-api-docs,5,0,71.84,80.0,62,57.18,2,https://lobehub.com/mcp/lirantal-mcp-server-nodejs-api-docs,一个用于 Node.js API 文档的 MCP 服务器，提供全面的 Node.js API 资源访问。,优质,2,"[""Providing real-time API documentation for Node.js projects"", ""Integrating with AI development environments via MCP protocol"", ""Generating and serving documentation within IDEs and code editors""]","[""Claude Desktop"", ""Cursor"", ""Cline"", ""SSE"", ""Studio"", ""Docker""]","{""required"": false, ""dependencies"": [], ""environment_variables"": []}","[""Providing real-time API documentation for Node.js projects"", ""Integrating with AI development environments via MCP protocol"", ""Generating and serving documentation within IDEs and code editors""]",55.1,C级-特定场景推荐
KnowledgeGraph MCP 服务器,n-r-w,https://github.com/n-r-w/knowledgegraph-mcp,7,1,71.74,82.5,54,57.18,11,https://lobehub.com/mcp/n-r-w-knowledgegraph-mcp,该服务器通过支持多种存储后端（推荐使用 PostgreSQL，默认使用 SQLite）构建了一个知识图谱，允许在 Claude 中实现持久化知识存储。支持环境变量配置数据库连接和存储路径，确保数据的安全与高效管理。,优质,2,"[""为LLM提供跨会话的记忆能力"", ""在不同项目之间隔离数据并自动识别项目上下文"", ""通过模糊搜索和分页提升信息检索效率"", ""支持自定义实体类型、标签和关系以适应特定领域需求"", ""适用于个人知识管理及多用户生产环境（使用PostgreSQL时）""]","[""Claude Desktop"", ""Cursor"", ""Cline"", ""SSE"", ""Studio""]","{""required"": false, ""notes"": ""无需API密钥。使用环境变量配置数据库连接和其他参数，例如 KNOWLEDGEGRAPH_STORAGE_TYPE 和 KNOWLEDGEGRAPH_CONNECTION_STRING。""}","[""为LLM提供跨会话的记忆能力"", ""在不同项目之间隔离数据并自动识别项目上下文"", ""通过模糊搜索和分页提升信息检索效率"", ""支持自定义实体类型、标签和关系以适应特定领域需求"", ""适用于个人知识管理及多用户生产环境（使用PostgreSQL时）""]",55.0,C级-特定场景推荐
Planfix MCP Server,popstas,https://github.com/popstas/planfix-mcp-server,1,0,61.14,57.5,76,57.18,21,https://lobehub.com/mcp/popstas-planfix-mcp-server,用于Planfix API集成的MCP服务器。需要环境变量（如PLANFIX_ACCOUNT、PLANFIX_TOKEN及各种PLANFIX_FIELD_ID_*变量）以访问Planfix API。,良好,8,"[""通过MCP协议在Planfix中创建和管理任务"", ""从外部AI模型中同步客户信息到Planfix CRM"", ""基于自定义字段模板自动创建任务"", ""使用Planfix API进行数据查询、更新和删除操作"", ""通过SSE部署方式实现实时事件推送""]","[""Claude Desktop"", ""Cursor"", ""Cline"", ""SSE"", ""Studio""]","{""required_keys"": [""PLANFIX_ACCOUNT"", ""PLANFIX_TOKEN"", ""PLANFIX_FIELD_ID_EMAIL"", ""PLANFIX_FIELD_ID_PHONE"", ""PLANFIX_FIELD_ID_TELEGRAM"", ""PLANFIX_FIELD_ID_TELEGRAM_CUSTOM"", ""PLANFIX_FIELD_ID_CLIENT"", ""PLANFIX_FIELD_ID_MANAGER"", ""PLANFIX_FIELD_ID_AGENCY"", ""PLANFIX_FIELD_ID_LEAD_SOURCE"", ""PLANFIX_FIELD_ID_LEAD_SOURCE_VALUE"", ""PLANFIX_FIELD_ID_PIPELINE"", ""PLANFIX_FIELD_ID_TAGS"", ""PLANFIX_FIELD_ID_LEAD_ID"", ""PLANFIX_LEAD_TEMPLATE_ID"", ""PLANFIX_TASK_TITLE_TEMPLATE""], ""optional_keys"": [""PLANFIX_CONFIG""]}","[""通过MCP协议在Planfix中创建和管理任务"", ""从外部AI模型中同步客户信息到Planfix CRM"", ""基于自定义字段模板自动创建任务"", ""使用Planfix API进行数据查询、更新和删除操作"", ""通过SSE部署方式实现实时事件推送""]",55.0,C级-特定场景推荐
mcp-installer - 用于安装 MCP 服务器的 MCP 服务器,zncou,https://github.com/ZNCOU/mcp-installer,1,1,71.54,92.5,23,57.18,2,https://lobehub.com/mcp/zncou-mcp-installer,一个用于安装其他 MCP 服务器的 MCP 服务器。需要为 Node 和 Python 服务器分别安装 npx 和 uv。,优质,2,"[""自动化安装MCP服务器"", ""通过自然语言指令快速部署MCP服务器"", ""简化MCP工具链的配置流程"", ""在本地开发环境中快速集成新的MCP服务""]","[""Claude Desktop"", ""Studio""]","""该工具本身不依赖API密钥，但安装的某些MCP服务器可能需要API密钥（例如GitHub MCP服务器需要GITHUB_PERSONAL_ACCESS_TOKEN）。""","[""自动化安装MCP服务器"", ""通过自然语言指令快速部署MCP服务器"", ""简化MCP工具链的配置流程"", ""在本地开发环境中快速集成新的MCP服务""]",54.9,D级-一般冷门推荐
MCP 终端服务器,dillip285,https://github.com/dillip285/mcp-terminal,7,2,71.54,92.5,23,57.18,1,https://lobehub.com/mcp/dillip285-mcp-terminal,一个用于模型上下文协议（MCP）的安全命令行界面服务器，允许人工智能模型与您的终端交互，同时确保安全性和控制权。,优质,2,"[""Secure command execution with AI models"", ""File system operations within restricted paths"", ""Environment variable management"", ""Remote system connections via command execution"", ""Cross-platform terminal access for MCP-compatible clients""]","[""Claude Desktop"", ""Cursor"", ""Cline"", ""SSE"", ""Studio""]","{""required"": false, ""notes"": ""No API key required for basic operation. Authentication handled through NPM token for package publishing.""}","[""Secure command execution with AI models"", ""File system operations within restricted paths"", ""Environment variable management"", ""Remote system connections via command execution"", ""Cross-platform terminal access for MCP-compatible clients""]",54.9,D级-一般冷门推荐
全能 MCP 服务器,dazeb,https://github.com/dazeb/mcp-everything,0,0,61.54,82.5,3,57.18,11,https://lobehub.com/mcp/dazeb-mcp-everything,该 MCP 服务器演示了 MCP 协议的所有功能。它是一个测试服务器，展示了包括提示、工具、资源、采样等在内的 MCP 能力。,优质,16,"[""测试MCP客户端对各种协议特性的支持"", ""验证工具调用和参数处理功能"", ""演示资源管理和引用机制"", ""测试进度通知和长时任务处理"", ""调试MCP服务器与客户端的集成"", ""展示注解和优先级控制功能""]","[""Claude Desktop"", ""Cursor"", ""Cline"", ""SSE"", ""Studio""]","""无需API密钥。支持标准MCP协议接口，包含工具调用、资源访问、提示词处理、日志通知和采样功能。""","[""测试MCP客户端对各种协议特性的支持"", ""验证工具调用和参数处理功能"", ""演示资源管理和引用机制"", ""测试进度通知和长时任务处理"", ""调试MCP服务器与客户端的集成"", ""展示注解和优先级控制功能""]",54.9,D级-一般冷门推荐
Cisco Support MCP 服务器,sieteunoseis,https://github.com/sieteunoseis/mcp-cisco-support,4,1,60.94,62.5,60,57.18,13,https://lobehub.com/mcp/sieteunoseis-mcp-cisco-support,这是一个基于TypeScript的Cisco Support API MCP服务器，包含Bug搜索和未来工具等功能。支持通过SUPPORT_API环境变量配置启用的API。,优质,20,"[""Search for bugs related to memory leaks in Cisco switches"", ""Get details for a specific Cisco bug (e.g., CSCab12345)"", ""Search bugs by product (e.g., Cisco Catalyst 3560 switches)"", ""Manage Cisco support cases"", ""Check end-of-life status for Cisco products"", ""Access PSIRT (Product Security Incident Response Team) advisories"", ""Get software upgrade recommendations for Cisco devices""]","[""Claude Desktop"", ""Cursor"", ""Cline"", ""SSE"", ""Studio""]","{""required_apis"": [""Cisco API Console: https://apiconsole.cisco.com/"", ""OAuth2 Client ID and Secret""], ""required_env_vars"": [""CISCO_CLIENT_ID"", ""CISCO_CLIENT_SECRET"", ""SUPPORT_API""], ""optional_env_vars"": [""MCP_BEARER_TOKEN""]}","[""Search for bugs related to memory leaks in Cisco switches"", ""Get details for a specific Cisco bug (e.g., CSCab12345)"", ""Search bugs by product (e.g., Cisco Catalyst 3560 switches)"", ""Manage Cisco support cases"", ""Check end-of-life status for Cisco products"", ""Access PSIRT (Product Security Incident Response Team) advisories"", ""Get software upgrade recommendations for Cisco devices""]",54.6,D级-一般冷门推荐
Android-Preference-Editor MCP 服务器,charlesmuchene,https://github.com/charlesmuchene/pref-editor-mcp-server,2,3,60.84,55.0,82,57.18,7,https://lobehub.com/mcp/charlesmuchene-pref-editor-mcp-server,用于编辑 Android 偏好设置的 MCP 服务器。运行此服务器需要 Android adb 和 Node.js 16 及以上版本。,优质,14,"[""通过自然语言指令切换布尔型偏好设置（如“Toggle the isVisited user preference”）"", ""禁用特定功能的偏好设置（如“Turn off the onboarding guide”）"", ""查看所有用户偏好设置（如“List all the user preference values”）"", ""创建带时间戳的偏好设置（如“Create a timestamp preference with the current epoch time”）"", ""管理Android设备上的偏好设置文件"", ""在不同开发环境中集成MCP能力进行偏好设置编辑""]","[""Claude Desktop"", ""Cursor"", ""Cline"", ""SSE"", ""Studio""]","""不需要API密钥。依赖于本地运行的adb服务和Node.js环境或Docker容器。""","[""通过自然语言指令切换布尔型偏好设置（如“Toggle the isVisited user preference”）"", ""禁用特定功能的偏好设置（如“Turn off the onboarding guide”）"", ""查看所有用户偏好设置（如“List all the user preference values”）"", ""创建带时间戳的偏好设置（如“Create a timestamp preference with the current epoch time”）"", ""管理Android设备上的偏好设置文件"", ""在不同开发环境中集成MCP能力进行偏好设置编辑""]",54.5,D级-一般冷门推荐
OpenRPC MCP 服务器,user-attachments,https://github.com/shanejonas/openrpc-mpc-server,36,10,68.94,92.5,10,57.18,2,https://lobehub.com/mcp/user-attachments-openrpc-mcp-server,OpenRPC MCP 服务器，提供基于 OpenRPC 的 JSON-RPC 功能。无需外部数据文件。,优质,4,"[""在 Claude Desktop 中集成 JSON-RPC 调用能力"", ""动态发现远程 JSON-RPC 服务的方法列表"", ""为模型提供上下文扩展功能以访问外部 RPC 接口"", ""开发调试时使用 MCP Inspector 进行协议分析""]","[""Claude Desktop"", ""Cline"", ""Studio""]","{""api_keys_required"": false, ""dependencies"": [""npm"", ""Node.js"", ""OpenRPC""]}","[""在 Claude Desktop 中集成 JSON-RPC 调用能力"", ""动态发现远程 JSON-RPC 服务的方法列表"", ""为模型提供上下文扩展功能以访问外部 RPC 接口"", ""开发调试时使用 MCP Inspector 进行协议分析""]",54.4,D级-一般冷门推荐
Deep Directory Tree MCP,andredezzy,https://github.com/andredezzy/deep-directory-tree-mcp,6,1,64.04,80.0,23,57.18,1,https://lobehub.com/mcp/andredezzy-deep-directory-tree-mcp,强大的模型上下文协议（MCP）实现，用于可视化目录结构，支持实时更新、可配置的深度和智能排除，提升项目导航效率。,优质,4,"[""Visualizing complex directory structures for better project understanding"", ""Assisting AI in navigating and analyzing codebases"", ""Excluding specific files/directories (e.g., test directories) from view"", ""Providing structured project overviews during onboarding or documentation""]","[""Claude Desktop"", ""Cursor"", ""Cline"", ""SSE"", ""Studio""]","{""required"": false, ""details"": ""This tool does not require any API keys or external service credentials.""}","[""Visualizing complex directory structures for better project understanding"", ""Assisting AI in navigating and analyzing codebases"", ""Excluding specific files/directories (e.g., test directories) from view"", ""Providing structured project overviews during onboarding or documentation""]",54.4,D级-一般冷门推荐
